ano,mes,estado,numero,encontro
2017,Outubro,Paraiba,134,1/1/2017
1998,Novembro,Paraiba,143,1/1/1998
1999,Novembro,Paraiba,447,1/1/1999
2000,Novembro,Paraiba,85,1/1/2000
2001,Novembro,Paraiba,89,1/1/2001
2002,Novembro,Paraiba,425,1/1/2002
2003,Novembro,Paraiba,503,1/1/2003
2004,Novembro,Paraiba,388,1/1/2004
2005,Novembro,Paraiba,597,1/1/2005
2006,Novembro,Paraiba,60,1/1/2006
2007,Novembro,Paraiba,59,1/1/2007
2008,Novembro,Paraiba,39,1/1/2008
2009,Novembro,Paraiba,90,1/1/2009
2010,Novembro,Paraiba,183,1/1/2010
2011,Novembro,Paraiba,138,1/1/2011
2012,Novembro,Paraiba,142,1/1/2012
2013,Novembro,Paraiba,126,1/1/2013
2014,Novembro,Paraiba,68,1/1/2014
2015,Novembro,Paraiba,18,1/1/2015
2016,Novembro,Paraiba,275,1/1/2016
2017,Novembro,Paraiba,292,1/1/2017
1998,Dezembro,Paraiba,82,1/1/1998
1999,Dezembro,Paraiba,254,1/1/1999
2000,Dezembro,Paraiba,159,1/1/2000
2001,Dezembro,Paraiba,85,1/1/2001
2002,Dezembro,Paraiba,165,1/1/2002
2003,Dezembro,Paraiba,171,1/1/2003
2004,Dezembro,Paraiba,151,1/1/2004
2005,Dezembro,Paraiba,40,1/1/2005
2006,Dezembro,Paraiba,6,1/1/2006
2007,Dezembro,Paraiba,22,1/1/2007
2008,Dezembro,Paraiba,62,1/1/2008
2009,Dezembro,Paraiba,30,1/1/2009
2010,Dezembro,Paraiba,37,1/1/2010
2011,Dezembro,Paraiba,78,1/1/2011
2012,Dezembro,Paraiba,54,1/1/2012
2013,Dezembro,Paraiba,155,1/1/2013
2014,Dezembro,Paraiba,78,1/1/2014
2015,Dezembro,Paraiba,30,1/1/2015
2016,Dezembro,Paraiba,45,1/1/2016
1998,Janeiro,Pernambuco,0,1/1/1998
1999,Janeiro,Pernambuco,102,1/1/1999
2000,Janeiro,Pernambuco,3,1/1/2000
2001,Janeiro,Pernambuco,7,1/1/2001
2002,Janeiro,Pernambuco,10,1/1/2002
2003,Janeiro,Pernambuco,188,1/1/2003
2004,Janeiro,Pernambuco,29,1/1/2004
2005,Janeiro,Pernambuco,221,1/1/2005
2006,Janeiro,Pernambuco,148,1/1/2006
2007,Janeiro,Pernambuco,156,1/1/2007
2008,Janeiro,Pernambuco,170,1/1/2008
2009,Janeiro,Pernambuco,256,1/1/2009
2010,Janeiro,Pernambuco,,1/1/2010
2011,Janeiro,Pernambuco,49,1/1/2011
2012,Janeiro,Pernambuco,146,1/1/2012
2013,Janeiro,Pernambuco,55,1/1/2013
2014,Janeiro,Pernambuco,99,1/1/2014
2015,Janeiro,Pernambuco,109,1/1/2015
2016,Janeiro,Pernambuco,24,1/1/2016
2017,Janeiro,Pernambuco,52,1/1/2017
1998,Fevereiro,Pernambuco,0,1/1/1998
1999,Fevereiro,Pernambuco,13,1/1/1999
2000,Fevereiro,Pernambuco,4,1/1/2000
2001,Fevereiro,Pernambuco,2,1/1/2001
2002,Fevereiro,Pernambuco,,1/1/2002
2003,Fevereiro,Pernambuco,35,1/1/2003
2004,Fevereiro,Pernambuco,8,1/1/2004
2005,Fevereiro,Pernambuco,33,1/1/2005
2006,Fevereiro,Pernambuco,41,1/1/2006
2007,Fevereiro,Pernambuco,21,1/1/2007
2008,Fevereiro,Pernambuco,48,1/1/2008
2009,Fevereiro,Pernambuco,28,1/1/2009
2010,Fevereiro,Pernambuco,33,1/1/2010
2011,Fevereiro,Pernambuco,25,1/1/2011
2012,Fevereiro,Pernambuco,64,1/1/2012
2013,Fevereiro,Pernambuco,29,1/1/2013
2014,Fevereiro,Pernambuco,25,1/1/2014
2015,Fevereiro,Pernambuco,55,1/1/2015
2016,Fevereiro,Pernambuco,19,1/1/2016
2017,Fevereiro,Pernambuco,23,1/1/2017
1998,Março,Pernambuco,0,1/1/1998
1999,Março,Pernambuco,27,1/1/1999
2000,Março,Pernambuco,14,1/1/2000
2001,Março,Pernambuco,0,1/1/2001
2002,Março,Pernambuco,24,1/1/2002
2003,Março,Pernambuco,9,1/1/2003
2004,Março,Pernambuco,6,1/1/2004
2005,Março,Pernambuco,45,1/1/2005
2006,Março,Pernambuco,,1/1/2006
2007,Março,Pernambuco,4,1/1/2007
2008,Março,Pernambuco,32,1/1/2008
2009,Março,Pernambuco,15,1/1/2009
2010,Março,Pernambuco,59,1/1/2010
2011,Março,Pernambuco,39,1/1/2011
2012,Março,Pernambuco,44,1/1/2012
2013,Março,Pernambuco,40,1/1/2013
2014,Março,Pernambuco,36,1/1/2014
2015,Março,Pernambuco,33,1/1/2015
2016,Março,Pernambuco,4,1/1/2016
2017,Março,Pernambuco,7,1/1/2017
1998,Abril,Pernambuco,0,1/1/1998
1999,Abril,Pernambuco,2,1/1/1999
2000,Abril,Pernambuco,1,1/1/2000
2001,Abril,Pernambuco,,1/1/2001
2002,Abril,Pernambuco,5,1/1/2002
2003,Abril,Pernambuco,7,1/1/2003
2004,Abril,Pernambuco,5,1/1/2004
2005,Abril,Pernambuco,1,1/1/2005
2006,Abril,Pernambuco,2,1/1/2006
2007,Abril,Pernambuco,1,1/1/2007
2008,Abril,Pernambuco,5,1/1/2008
2009,Abril,Pernambuco,3,1/1/2009
2010,Abril,Pernambuco,2,1/1/2010
2011,Abril,Pernambuco,22,1/1/2011
2012,Abril,Pernambuco,46,1/1/2012
2013,Abril,Pernambuco,11,1/1/2013
2014,Abril,Pernambuco,10,1/1/2014
2015,Abril,Pernambuco,30,1/1/2015
2016,Abril,Pernambuco,8,1/1/2016
2017,Abril,Pernambuco,9,1/1/2017
1998,Maio,Pernambuco,0,1/1/1998
1999,Maio,Pernambuco,6,1/1/1999
2000,Maio,Pernambuco,7,1/1/2000
2001,Maio,Pernambuco,5,1/1/2001
2002,Maio,Pernambuco,13,1/1/2002
2003,Maio,Pernambuco,1,1/1/2003
2004,Maio,Pernambuco,2,1/1/2004
2005,Maio,Pernambuco,,1/1/2005
2006,Maio,Pernambuco,1,1/1/2006
2007,Maio,Pernambuco,0,1/1/2007
2008,Maio,Pernambuco,0,1/1/2008
2009,Maio,Pernambuco,0,1/1/2009
2010,Maio,Pernambuco,8,1/1/2010
2011,Maio,Pernambuco,1,1/1/2011
2012,Maio,Pernambuco,36,1/1/2012
2013,Maio,Pernambuco,9,1/1/2013
2014,Maio,Pernambuco,4,1/1/2014
2015,Maio,Pernambuco,17,1/1/2015
2016,Maio,Pernambuco,6,1/1/2016
2017,Maio,Pernambuco,13,1/1/2017
1998,Junho,Pernambuco,1,1/1/1998
1999,Junho,Pernambuco,7,1/1/1999
2000,Junho,Pernambuco,4,1/1/2000
2001,Junho,Pernambuco,2,1/1/2001
2002,Junho,Pernambuco,1,1/1/2002
2003,Junho,Pernambuco,2,1/1/2003
2004,Junho,Pernambuco,4,1/1/2004
2005,Junho,Pernambuco,3,1/1/2005
2006,Junho,Pernambuco,0,1/1/2006
2007,Junho,Pernambuco,1,1/1/2007
2008,Junho,Pernambuco,0,1/1/2008
2009,Junho,Pernambuco,1,1/1/2009
2010,Junho,Pernambuco,1,1/1/2010
2011,Junho,Pernambuco,4,1/1/2011
2012,Junho,Pernambuco,12,1/1/2012
2013,Junho,Pernambuco,12,1/1/2013
2014,Junho,Pernambuco,3,1/1/2014
2015,Junho,Pernambuco,3,1/1/2015
2016,Junho,Pernambuco,4,1/1/2016
2017,Junho,Pernambuco,5,1/1/2017
1998,Julho,Pernambuco,5,1/1/1998
1999,Julho,Pernambuco,2,1/1/1999
2000,Julho,Pernambuco,0,1/1/2000
2001,Julho,Pernambuco,6,1/1/2001
2002,Julho,Pernambuco,8,1/1/2002
2003,Julho,Pernambuco,5,1/1/2003
2004,Julho,Pernambuco,13,1/1/2004
2005,Julho,Pernambuco,1,1/1/2005
2006,Julho,Pernambuco,1,1/1/2006
2007,Julho,Pernambuco,3,1/1/2007
2008,Julho,Pernambuco,0,1/1/2008
2009,Julho,Pernambuco,1,1/1/2009
2010,Julho,Pernambuco,7,1/1/2010
2011,Julho,Pernambuco,2,1/1/2011
2012,Julho,Pernambuco,,1/1/2012
2013,Julho,Pernambuco,4,1/1/2013
2014,Julho,Pernambuco,11,1/1/2014
2015,Julho,Pernambuco,13,1/1/2015
2016,Julho,Pernambuco,17,1/1/2016
2017,Julho,Pernambuco,2,1/1/2017
1998,Agosto,Pernambuco,12,1/1/1998
1999,Agosto,Pernambuco,3,1/1/1999
2000,Agosto,Pernambuco,31,1/1/2000
2001,Agosto,Pernambuco,27,1/1/2001
2002,Agosto,Pernambuco,37,1/1/2002
2003,Agosto,Pernambuco,26,1/1/2003
2004,Agosto,Pernambuco,41,1/1/2004
2005,Agosto,Pernambuco,10,1/1/2005
2006,Agosto,Pernambuco,8,1/1/2006
2007,Agosto,Pernambuco,20,1/1/2007
2008,Agosto,Pernambuco,2,1/1/2008
2009,Agosto,Pernambuco,10,1/1/2009
2010,Agosto,Pernambuco,29,1/1/2010
2011,Agosto,Pernambuco,27,1/1/2011
2012,Agosto,Pernambuco,27,1/1/2012
2013,Agosto,Pernambuco,14,1/1/2013
2014,Agosto,Pernambuco,23,1/1/2014
2015,Agosto,Pernambuco,21,1/1/2015
2016,Agosto,Pernambuco,42,1/1/2016
2017,Agosto,Pernambuco,20,1/1/2017
1998,Setembro,Pernambuco,177,1/1/1998
1999,Setembro,Pernambuco,64,1/1/1999
2000,Setembro,Pernambuco,130,1/1/2000
2001,Setembro,Pernambuco,298,1/1/2001
2002,Setembro,Pernambuco,374,1/1/2002
2003,Setembro,Pernambuco,510,1/1/2003
2004,Setembro,Pernambuco,192,1/1/2004
2005,Setembro,Pernambuco,154,1/1/2005
2006,Setembro,Pernambuco,147,1/1/2006
2007,Setembro,Pernambuco,164,1/1/2007
2008,Setembro,Pernambuco,92,1/1/2008
2009,Setembro,Pernambuco,164,1/1/2009
2010,Setembro,Pernambuco,179,1/1/2010
2011,Setembro,Pernambuco,243,1/1/2011
2012,Setembro,Pernambuco,192,1/1/2012
2013,Setembro,Pernambuco,143,1/1/2013
2014,Setembro,Pernambuco,63,1/1/2014
2015,Setembro,Pernambuco,116,1/1/2015
2016,Setembro,Pernambuco,171,1/1/2016
2017,Setembro,Pernambuco,69,1/1/2017
1998,Outubro,Pernambuco,372,1/1/1998
1999,Outubro,Pernambuco,180,1/1/1999
2000,Outubro,Pernambuco,411,1/1/2000
2001,Outubro,Pernambuco,461,1/1/2001
2002,Outubro,Pernambuco,638,1/1/2002
2003,Outubro,Pernambuco,859,1/1/2003
2004,Outubro,Pernambuco,,1/1/2004
2005,Outubro,Pernambuco,408,1/1/2005
2006,Outubro,Pernambuco,310,1/1/2006
2007,Outubro,Pernambuco,702,1/1/2007
2008,Outubro,Pernambuco,274,1/1/2008
2009,Outubro,Pernambuco,254,1/1/2009
2010,Outubro,Pernambuco,347,1/1/2010
2011,Outubro,Pernambuco,461,1/1/2011
2012,Outubro,Pernambuco,,1/1/2012
2013,Outubro,Pernambuco,161,1/1/2013
2014,Outubro,Pernambuco,174,1/1/2014
2015,Outubro,Pernambuco,194,1/1/2015
2016,Outubro,Pernambuco,319,1/1/2016
2017,Outubro,Pernambuco,256,1/1/2017
1998,Novembro,Pernambuco,141,1/1/1998
1999,Novembro,Pernambuco,41,1/1/1999
2000,Novembro,Pernambuco,64,1/1/2000
2001,Novembro,Pernambuco,208,1/1/2001
2002,Novembro,Pernambuco,521,1/1/2002
2003,Novembro,Pernambuco,560,1/1/2003
2004,Novembro,Pernambuco,465,1/1/2004
2005,Novembro,Pernambuco,452,1/1/2005
2006,Novembro,Pernambuco,385,1/1/2006
2007,Novembro,Pernambuco,,1/1/2007
2008,Novembro,Pernambuco,363,1/1/2008
2009,Novembro,Pernambuco,486,1/1/2009
2010,Novembro,Pernambuco,831,1/1/2010
2011,Novembro,Pernambuco,352,1/1/2011
2012,Novembro,Pernambuco,181,1/1/2012
2013,Novembro,Pernambuco,110,1/1/2013
2014,Novembro,Pernambuco,111,1/1/2014
2015,Novembro,Pernambuco,,1/1/2015
2016,Novembro,Pernambuco,191,1/1/2016
2017,Novembro,Pernambuco,66,1/1/2017
1998,Dezembro,Pernambuco,59,1/1/1998
1999,Dezembro,Pernambuco,16,1/1/1999
2000,Dezembro,Pernambuco,22,1/1/2000
2001,Dezembro,Pernambuco,62,1/1/2001
2002,Dezembro,Pernambuco,259,1/1/2002
2003,Dezembro,Pernambuco,229,1/1/2003
2004,Dezembro,Pernambuco,373,1/1/2004
2005,Dezembro,Pernambuco,191,1/1/2005
2006,Dezembro,Pernambuco,207,1/1/2006
2007,Dezembro,Pernambuco,200,1/1/2007
2008,Dezembro,Pernambuco,203,1/1/2008
2009,Dezembro,Pernambuco,351,1/1/2009
2010,Dezembro,Pernambuco,117,1/1/2010
2011,Dezembro,Pernambuco,364,1/1/2011
2012,Dezembro,Pernambuco,108,1/1/2012
2013,Dezembro,Pernambuco,141,1/1/2013
2014,Dezembro,Pernambuco,101,1/1/2014
2015,Dezembro,Pernambuco,176,1/1/2015
2016,Dezembro,Pernambuco,161,1/1/2016
1998,Janeiro,Piau,0,1/1/1998
1999,Janeiro,Piau,21,1/1/1999
2000,Janeiro,Piau,5,1/1/2000
2001,Janeiro,Piau,29,1/1/2001
2002,Janeiro,Piau,33,1/1/2002
2003,Janeiro,Piau,86,1/1/2003
2004,Janeiro,Piau,42,1/1/2004
2005,Janeiro,Piau,94,1/1/2005
2006,Janeiro,Piau,133,1/1/2006
2007,Janeiro,Piau,123,1/1/2007
2008,Janeiro,Piau,61,1/1/2008
2009,Janeiro,Piau,79,1/1/2009
2010,Janeiro,Piau,99,1/1/2010
2011,Janeiro,Piau,39,1/1/2011
2012,Janeiro,Piau,80,1/1/2012
2013,Janeiro,Piau,72,1/1/2013
2014,Janeiro,Piau,79,1/1/2014
2015,Janeiro,Piau,92,1/1/2015
2016,Janeiro,Piau,94,1/1/2016
2017,Janeiro,Piau,85,1/1/2017
1998,Fevereiro,Piau,0,1/1/1998
1999,Fevereiro,Piau,22,1/1/1999
2000,Fevereiro,Piau,12,1/1/2000
2001,Fevereiro,Piau,0,1/1/2001
2002,Fevereiro,Piau,160,1/1/2002
2003,Fevereiro,Piau,3,1/1/2003
2004,Fevereiro,Piau,20,1/1/2004
2005,Fevereiro,Piau,26,1/1/2005
2006,Fevereiro,Piau,23,1/1/2006
2007,Fevereiro,Piau,11,1/1/2007
2008,Fevereiro,Piau,21,1/1/2008
2009,Fevereiro,Piau,19,1/1/2009
2010,Fevereiro,Piau,54,1/1/2010
2011,Fevereiro,Piau,11,1/1/2011
2012,Fevereiro,Piau,31,1/1/2012
2013,Fevereiro,Piau,68,1/1/2013
2014,Fevereiro,Piau,14,1/1/2014
2015,Fevereiro,Piau,38,1/1/2015
2016,Fevereiro,Piau,97,1/1/2016
2017,Fevereiro,Piau,24,1/1/2017
1998,Março,Piau,,1/1/1998
1999,Março,Piau,4,1/1/1999
2000,Março,Piau,14,1/1/2000
2001,Março,Piau,2,1/1/2001
2002,Março,Piau,63,1/1/2002
2003,Março,Piau,15,1/1/2003
2004,Março,Piau,27,1/1/2004
2005,Março,Piau,13,1/1/2005
2006,Março,Piau,18,1/1/2006
2007,Março,Piau,31,1/1/2007
2008,Março,Piau,4,1/1/2008
2009,Março,Piau,17,1/1/2009
2010,Março,Piau,47,1/1/2010
2011,Março,Piau,15,1/1/2011
2012,Março,Piau,71,1/1/2012
2013,Março,Piau,14,1/1/2013
2014,Março,Piau,88,1/1/2014
2015,Março,Piau,35,1/1/2015
2016,Março,Piau,53,1/1/2016
2017,Março,Piau,25,1/1/2017
1998,Abril,Piau,0,1/1/1998
1999,Abril,Piau,10,1/1/1999
2000,Abril,Piau,15,1/1/2000
2001,Abril,Piau,1,1/1/2001
2002,Abril,Piau,87,1/1/2002
2003,Abril,Piau,22,1/1/2003
2004,Abril,Piau,10,1/1/2004
2005,Abril,Piau,3,1/1/2005
2006,Abril,Piau,1,1/1/2006
2007,Abril,Piau,9,1/1/2007
2008,Abril,Piau,7,1/1/2008
2009,Abril,Piau,8,1/1/2009
2010,Abril,Piau,56,1/1/2010
2011,Abril,Piau,16,1/1/2011
2012,Abril,Piau,119,1/1/2012
2013,Abril,Piau,34,1/1/2013
2014,Abril,Piau,63,1/1/2014
2015,Abril,Piau,50,1/1/2015
2016,Abril,Piau,35,1/1/2016
2017,Abril,Piau,25,1/1/2017
1998,Maio,Piau,0,1/1/1998
1999,Maio,Piau,8,1/1/1999
2000,Maio,Piau,25,1/1/2000
2001,Maio,Piau,36,1/1/2001
2002,Maio,Piau,84,1/1/2002
2003,Maio,Piau,13,1/1/2003
2004,Maio,Piau,80,1/1/2004
2005,Maio,Piau,,1/1/2005
2006,Maio,Piau,0,1/1/2006
2007,Maio,Piau,52,1/1/2007
2008,Maio,Piau,12,1/1/2008
2009,Maio,Piau,12,1/1/2009
2010,Maio,Piau,,1/1/2010
2011,Maio,Piau,77,1/1/2011
2012,Maio,Piau,334,1/1/2012
2013,Maio,Piau,40,1/1/2013
2014,Maio,Piau,138,1/1/2014
2015,Maio,Piau,66,1/1/2015
2016,Maio,Piau,60,1/1/2016
2017,Maio,Piau,36,1/1/2017
1998,Junho,Piau,46,1/1/1998
1999,Junho,Piau,47,1/1/1999
2000,Junho,Piau,18,1/1/2000
2001,Junho,Piau,87,1/1/2001
2002,Junho,Piau,161,1/1/2002
2003,Junho,Piau,88,1/1/2003
2004,Junho,Piau,239,1/1/2004
2005,Junho,Piau,171,1/1/2005
2006,Junho,Piau,40,1/1/2006
2007,Junho,Piau,303,1/1/2007
2008,Junho,Piau,33,1/1/2008
2009,Junho,Piau,56,1/1/2009
2010,Junho,Piau,208,1/1/2010
2011,Junho,Piau,462,1/1/2011
2012,Junho,Piau,834,1/1/2012
2013,Junho,Piau,263,1/1/2013
2014,Junho,Piau,373,1/1/2014
2015,Junho,Piau,283,1/1/2015
2016,Junho,Piau,153,1/1/2016
2017,Junho,Piau,193,1/1/2017
1998,Julho,Piau,189,1/1/1998
1999,Julho,Piau,123,1/1/1999
2000,Julho,Piau,75,1/1/2000
2001,Julho,Piau,337,1/1/2001
2002,Julho,Piau,534,1/1/2002
2003,Julho,Piau,407,1/1/2003
2004,Julho,Piau,564,1/1/2004
2005,Julho,Piau,445,1/1/2005
2006,Julho,Piau,150,1/1/2006
2007,Julho,Piau,919,1/1/2007
2008,Julho,Piau,97,1/1/2008
2009,Julho,Piau,302,1/1/2009
2010,Julho,Piau,1.696,1/1/2010
2011,Julho,Piau,864,1/1/2011
2012,Julho,Piau,1.755,1/1/2012
2013,Julho,Piau,361,1/1/2013
2014,Julho,Piau,1.177,1/1/2014
2015,Julho,Piau,690,1/1/2015
2016,Julho,Piau,754,1/1/2016
2017,Julho,Piau,643,1/1/2017
1998,Agosto,Piau,711,1/1/1998
1999,Agosto,Piau,499,1/1/1999
2000,Agosto,Piau,415,1/1/2000
2001,Agosto,Piau,1.133,1/1/2001
2002,Agosto,Piau,2.28,1/1/2002
2003,Agosto,Piau,864,1/1/2003
2004,Agosto,Piau,1.002,1/1/2004
2005,Agosto,Piau,943,1/1/2005
2006,Agosto,Piau,911,1/1/2006
2007,Agosto,Piau,3.551,1/1/2007
2008,Agosto,Piau,290,1/1/2008
2009,Agosto,Piau,790,1/1/2009
2010,Agosto,Piau,4.035,1/1/2010
2011,Agosto,Piau,1.958,1/1/2011
2012,Agosto,Piau,3.614,1/1/2012
2013,Agosto,Piau,1.015,1/1/2013
2014,Agosto,Piau,2.265,1/1/2014
2015,Agosto,Piau,2.057,1/1/2015
2016,Agosto,Piau,,1/1/2016
2017,Agosto,Piau,1.572,1/1/2017
1998,Setembro,Piau,1.991,1/1/1998
1999,Setembro,Piau,872,1/1/1999
2000,Setembro,Piau,1.099,1/1/2000
2001,Setembro,Piau,2.401,1/1/2001
2002,Setembro,Piau,2.475,1/1/2002
2003,Setembro,Piau,3.399,1/1/2003
2004,Setembro,Piau,2.662,1/1/2004
2005,Setembro,Piau,3.136,1/1/2005
2006,Setembro,Piau,1.618,1/1/2006
2007,Setembro,Piau,4.078,1/1/2007
2008,Setembro,Piau,1.472,1/1/2008
2009,Setembro,Piau,1.709,1/1/2009
2010,Setembro,Piau,5.392,1/1/2010
2011,Setembro,Piau,4.402,1/1/2011
2012,Setembro,Piau,4.479,1/1/2012
2013,Setembro,Piau,2.311,1/1/2013
2014,Setembro,Piau,2.536,1/1/2014
2015,Setembro,Piau,5.828,1/1/2015
2016,Setembro,Piau,1.394,1/1/2016
2017,Setembro,Piau,3.422,1/1/2017
1998,Outubro,Piau,,1/1/1998
1999,Outubro,Piau,1.438,1/1/1999
2000,Outubro,Piau,2.558,1/1/2000
2001,Outubro,Piau,3.742,1/1/2001
2002,Outubro,Piau,2.757,1/1/2002
2003,Outubro,Piau,2.332,1/1/2003
2004,Outubro,Piau,2.144,1/1/2004
2005,Outubro,Piau,3.263,1/1/2005
2006,Outubro,Piau,1.443,1/1/2006
2007,Outubro,Piau,2.331,1/1/2007
2008,Outubro,Piau,1.83,1/1/2008
2009,Outubro,Piau,913,1/1/2009
2010,Outubro,Piau,,1/1/2010
2011,Outubro,Piau,1.484,1/1/2011
2012,Outubro,Piau,2.506,1/1/2012
2013,Outubro,Piau,1.269,1/1/2013
2014,Outubro,Piau,1.788,1/1/2014
2015,Outubro,Piau,4.068,1/1/2015
2016,Outubro,Piau,2.598,1/1/2016
2017,Outubro,Piau,3.004,1/1/2017
1998,Novembro,Piau,424,1/1/1998
1999,Novembro,Piau,334,1/1/1999
2000,Novembro,Piau,450,1/1/2000
2001,Novembro,Piau,1.484,1/1/2001
2002,Novembro,Piau,1.174,1/1/2002
2003,Novembro,Piau,1.248,1/1/2003
2004,Novembro,Piau,1.798,1/1/2004
2005,Novembro,Piau,1.599,1/1/2005
2006,Novembro,Piau,740,1/1/2006
2007,Novembro,Piau,939,1/1/2007
2008,Novembro,Piau,594,1/1/2008
2009,Novembro,Piau,1.336,1/1/2009
2010,Novembro,Piau,1.417,1/1/2010
2011,Novembro,Piau,825,1/1/2011
2012,Novembro,Piau,447,1/1/2012
2013,Novembro,Piau,640,1/1/2013
2014,Novembro,Piau,717,1/1/2014
2015,Novembro,Piau,897,1/1/2015
2016,Novembro,Piau,1.126,1/1/2016
2017,Novembro,Piau,449,1/1/2017
1998,Dezembro,Piau,119,1/1/1998
1999,Dezembro,Piau,74,1/1/1999
2000,Dezembro,Piau,79,1/1/2000
2001,Dezembro,Piau,230,1/1/2001
2002,Dezembro,Piau,373,1/1/2002
2003,Dezembro,Piau,459,1/1/2003
2004,Dezembro,Piau,788,1/1/2004
2005,Dezembro,Piau,486,1/1/2005
2006,Dezembro,Piau,339,1/1/2006
2007,Dezembro,Piau,317,1/1/2007
2008,Dezembro,Piau,329,1/1/2008
2009,Dezembro,Piau,570,1/1/2009
2010,Dezembro,Piau,357,1/1/2010
2011,Dezembro,Piau,362,1/1/2011
2012,Dezembro,Piau,334,1/1/2012
2013,Dezembro,Piau,468,1/1/2013
2014,Dezembro,Piau,346,1/1/2014
2015,Dezembro,Piau,626,1/1/2015
2016,Dezembro,Piau,374,1/1/2016
1998,Janeiro,Rio,0,1/1/1998
1999,Janeiro,Rio,0,1/1/1999
2000,Janeiro,Rio,0,1/1/2000
2001,Janeiro,Rio,0,1/1/2001
2002,Janeiro,Rio,0,1/1/2002
2003,Janeiro,Rio,0,1/1/2003
2004,Janeiro,Rio,1,1/1/2004
2005,Janeiro,Rio,5,1/1/2005
2006,Janeiro,Rio,12,1/1/2006
2007,Janeiro,Rio,0,1/1/2007
2008,Janeiro,Rio,1,1/1/2008
2009,Janeiro,Rio,3,1/1/2009
2010,Janeiro,Rio,13,1/1/2010
2011,Janeiro,Rio,,1/1/2011
2012,Janeiro,Rio,12,1/1/2012
2013,Janeiro,Rio,9,1/1/2013
2014,Janeiro,Rio,35,1/1/2014
2015,Janeiro,Rio,97,1/1/2015
2016,Janeiro,Rio,9,1/1/2016
2017,Janeiro,Rio,15,1/1/2017
1998,Fevereiro,Rio,0,1/1/1998
1999,Fevereiro,Rio,0,1/1/1999
2000,Fevereiro,Rio,1,1/1/2000
2001,Fevereiro,Rio,3,1/1/2001
2002,Fevereiro,Rio,1,1/1/2002
2003,Fevereiro,Rio,10,1/1/2003
2004,Fevereiro,Rio,8,1/1/2004
2005,Fevereiro,Rio,4,1/1/2005
2006,Fevereiro,Rio,7,1/1/2006
2007,Fevereiro,Rio,15,1/1/2007
2008,Fevereiro,Rio,2,1/1/2008
2009,Fevereiro,Rio,5,1/1/2009
2010,Fevereiro,Rio,73,1/1/2010
2011,Fevereiro,Rio,36,1/1/2011
2012,Fevereiro,Rio,11,1/1/2012
2013,Fevereiro,Rio,12,1/1/2013
2014,Fevereiro,Rio,116,1/1/2014
2015,Fevereiro,Rio,36,1/1/2015
2016,Fevereiro,Rio,16,1/1/2016
2017,Fevereiro,Rio,34,1/1/2017
1998,Março,Rio,0,1/1/1998
1999,Março,Rio,0,1/1/1999
2000,Março,Rio,0,1/1/2000
2001,Março,Rio,0,1/1/2001
2002,Março,Rio,1,1/1/2002
2003,Março,Rio,23,1/1/2003
2004,Março,Rio,4,1/1/2004
2005,Março,Rio,7,1/1/2005
2006,Março,Rio,8,1/1/2006
2007,Março,Rio,27,1/1/2007
2008,Março,Rio,2,1/1/2008
2009,Março,Rio,5,1/1/2009
2010,Março,Rio,10,1/1/2010
2011,Março,Rio,7,1/1/2011
2012,Março,Rio,20,1/1/2012
2013,Março,Rio,,1/1/2013
2014,Março,Rio,38,1/1/2014
2015,Março,Rio,23,1/1/2015
2016,Março,Rio,16,1/1/2016
2017,Março,Rio,10,1/1/2017
1998,Abril,Rio,0,1/1/1998
1999,Abril,Rio,1,1/1/1999
2000,Abril,Rio,2,1/1/2000
2001,Abril,Rio,2,1/1/2001
2002,Abril,Rio,8,1/1/2002
2003,Abril,Rio,11,1/1/2003
2004,Abril,Rio,3,1/1/2004
2005,Abril,Rio,1,1/1/2005
2006,Abril,Rio,8,1/1/2006
2007,Abril,Rio,9,1/1/2007
2008,Abril,Rio,2,1/1/2008
2009,Abril,Rio,1,1/1/2009
2010,Abril,Rio,10,1/1/2010
2011,Abril,Rio,12,1/1/2011
2012,Abril,Rio,12,1/1/2012
2013,Abril,Rio,9,1/1/2013
2014,Abril,Rio,25,1/1/2014
2015,Abril,Rio,24,1/1/2015
2016,Abril,Rio,45,1/1/2016
2017,Abril,Rio,12,1/1/2017
1998,Maio,Rio,0,1/1/1998
1999,Maio,Rio,7,1/1/1999
2000,Maio,Rio,5,1/1/2000
2001,Maio,Rio,4,1/1/2001
2002,Maio,Rio,4,1/1/2002
2003,Maio,Rio,1,1/1/2003
2004,Maio,Rio,0,1/1/2004
2005,Maio,Rio,11,1/1/2005
2006,Maio,Rio,4,1/1/2006
2007,Maio,Rio,2,1/1/2007
2008,Maio,Rio,0,1/1/2008
2009,Maio,Rio,37,1/1/2009
2010,Maio,Rio,6,1/1/2010
2011,Maio,Rio,17,1/1/2011
2012,Maio,Rio,18,1/1/2012
2013,Maio,Rio,16,1/1/2013
2014,Maio,Rio,20,1/1/2014
2015,Maio,Rio,21,1/1/2015
2016,Maio,Rio,30,1/1/2016
2017,Maio,Rio,15,1/1/2017
1998,Junho,Rio,3,1/1/1998
1999,Junho,Rio,8,1/1/1999
2000,Junho,Rio,14,1/1/2000
2001,Junho,Rio,13,1/1/2001
2002,Junho,Rio,13,1/1/2002
2003,Junho,Rio,13,1/1/2003
2004,Junho,Rio,19,1/1/2004
2005,Junho,Rio,16,1/1/2005
2006,Junho,Rio,19,1/1/2006
